issue_number,title,description,label,all_labels,created_at,closed_at,url
328190,Cannot open Color Theme menu when Modern UI is enabled,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- 🔎 Search existing issues to avoid creating duplicates. -->
<!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- 🔧 Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes

<!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version:
```
Version: 1.132.0-insider (user setup)
Commit: 54917b34eaaeeec2b294c43d691fc6c1e4b86c89
Date: 2026-07-29T16:40:29Z
Electron: 42.7.1
ElectronBuildId: 14760073
Chromium: 148.0.7778.280
Node.js: 24.18.0
V8: 14.8.178.38-electron.0
OS: Windows_NT x64 10.0.26200
```
- OS Version: Windows 11

Steps to Reproduce:

1. Enable `workbench.experimental.modernUI` or use VS Code Insiders where it's enabled by default
2. Click on the `Manage (gear icon)` -> `Themes` -> `Color theme`

<img width=""624"" height=""342"" alt=""Image"" src=""https://github.com/user-attachments/assets/cfec9448-7d0e-4e97-aebd-dc53116e83b1"" />

Menu to choose color theme is automatically closed.

https://github.com/user-attachments/assets/ab03819f-fe0e-48d7-b953-e2fe74de1470
",bug,"bug,verified,themes,confirmed,regression,insiders-released,modernization",2026-07-30T10:43:12Z,2026-08-06T09:33:53Z,https://github.com/microsoft/vscode/issues/328190
328177,"""Submit"" feedback button doesn't seem to work when model response is in progress and the feedback is queued","repro: 

1. have a model response in progress
2. open a changed file from Changes panel in the right sidebar 
3. select text and add feedback
4. 🐛 try submitting the feedback with the ""Submit"" button and it doesn't react to click (though the feedback is put as a queue message in the chat)

https://github.com/user-attachments/assets/d705752d-0152-4a28-a219-09a48dad5437

Version: 1.132.0-insider (Universal)
Commit: 54917b34eaaeeec2b294c43d691fc6c1e4b86c89
Date: 2026-07-29T16:40:29Z
Electron: 42.7.1
ElectronBuildId: 14760073
Chromium: 148.0.7778.280
Node.js: 24.18.0
V8: 14.8.178.38-electron.0
OS: Darwin arm64 25.5.0",bug,"bug,important,verified,insiders-released,agents-window",2026-07-30T09:44:53Z,2026-07-31T11:03:44Z,https://github.com/microsoft/vscode/issues/328177
328171,failed to get ready leaves user without a course of action,"
Type: <b>Bug</b>

Copilot failed to get ready. Please review the guidance in the Chat view.
there is no guidance, and using google to try different solutions one by one usually doesnt work. 

Extension version: 1.372.0
VS Code version: Code 1.100.3 (Universal) (258e40fedc6cb8edf399a463ce3a9d32e7e1f6f3, 2025-06-02T13:30:54.273Z)
OS version: Darwin arm64 25.6.0
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|Apple M4 Pro (14 x 2400)|
|GPU Status|2d_canvas: unavailable_software<br>canvas_oop_rasterization: disabled_off<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: disabled_software<br>multiple_raster_threads: enabled_on<br>opengl: disabled_off<br>rasterization: disabled_software<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: disabled_software<br>video_encode: disabled_software<br>webgl: unavailable_software<br>webgl2: unavailable_software<br>webgpu: unavailable_software<br>webnn: unavailable_software|
|Load (avg)|3, 8, 12|
|Memory (System)|24.00GB (0.07GB free)|
|Process Argv|--crash-reporter-id 655d02d7-2663-4745-b8b0-61cb1b3691bf|
|Screen Reader|no|
|VM|0%|
</details><details>
<summary>A/B Experiments</summary>

```
vsliv368cf:30146710
pythonvspyt551cf:31249601
binariesv615:30325510
nativeloc1:31344060
dwcopilot:31170013
dwoutputs:31242946
copilot_t_ci:31333650
e5gg6876:31282496
pythonrdcb7:31342333
6518g693:31463988
aj953862:31281341
82j33506:31327384
envsactivate1:31551504
cloudbuttont:31379625
3efgi100_wstrepl:31403338
bj468946:31457056
ddidtcf:31399634
ec5jj548:31422691
cp_cls_t_966_ss:31526232
8hhj4413:31478653
cp_cls_c_1081:31454833
conptydll_true:31498968
e9c30283:31461165
test_treatment2:31471001
46204921:31447328
capico_axe_098a3278:31555651
idci7584:31464702
e3e4d672:31494082
ei9d7968:31496641
nes-extended-on:31455476
chat:31457767
8hig5102:31480529
89g7j272:31518289
7e187181:31503455
i2gc6536:31499202
52612955:31516516
ghj88844:31499326
h08i8180:31475369
23c7c724:31520045
ddid_c:31478207
hmra_i5g22:31518061
ie3bb177:31557831
7df3h592:31512476
cp_cls_t_1082:31535311
logging_enabled_new:31498466
db5d2638:31499441
jb_cp_cls_t_632:31543129
56dj4588:31512888
32d76977:31512328
ha629193:31508444
cdk-lw-on:31524445
f9bf7985:31543584
jh5f2457_c:31540921
g4a0e106:31529594
41836166:31537719
jbcp_cls_pctr_t:31531130
61138546:31518536
cp_intellij_t_nes:31548657
gf14b233:31526830
nes-curr-leftover-1500:31538366
ahp-both-windows:31556933
h561g132:31533256
session_8:31532895
chatquotatrajectorynudge-control:31548766
ihg5j128:31534457
f412h606:31551416
7g2b5551:31542111
max-result-100:31551154
sandbox-ui-on-2:31543161
5fe6f778:31554331
allow-none:31555437
fd5dc207:31551400
c7c27ce7:31554789
nes-gb3-nf-5k:31554345
0dg73464:31554319
treatment-23-1:31555779
unuse_dynamic_mcp:31555281
session-archive:31558132

```

</details>

<!-- generated by issue reporter -->",bug,"bug,info-needed,chat",2026-07-30T08:35:35Z,2026-08-10T11:38:30Z,https://github.com/microsoft/vscode/issues/328171
328085,Agent Host session read/unread state is not synced between the editor window and the agents window,"Read/unread state for an Agent Host session is tracked separately by each surface, so the two windows disagree about whether a session has been read.

- The **agents window** already routes read state through the Agent Host: `ISession.isRead` is backed by the protocol `IsRead` status bit, which the host persists and fans out to connected clients.
- The **editor window** does not. `AgentSessionsModel` keeps its own read *timestamps* in `IStorageService`, with no path to or from the host.

The result: opening a session in one window leaves it showing as unread in the other, and a session the host marks unread after background output doesn't surface as unread in the editor window.

There is a second, related problem inside the host itself. Read state has two parallel representations — the `SessionStatus.IsRead` bit and standalone `isRead` / `isArchived` booleans on the local `IAgentSessionMetadata` IPC shape. Different code paths read different ones, and `listSessions()` could return the two disagreeing. Any fix needs one source of truth rather than a third consumer of an ambiguous pair.

This is host-owned rather than agent-owned, so it applies equally to Copilot, Claude, and Codex sessions — none of those SDKs track read state themselves.

## How to verify

1. Open a workspace and start an Agent Host session (Copilot, Claude, or Codex) from the agents window. Send a prompt and let the turn finish.
2. Leave the session **unread**: navigate away in the agents window without opening it after the turn completes. It should show an unread indicator.
3. Open the **editor window** (Chat Sessions view) for the same workspace and find that session in the list.
   - **Expected:** it shows as unread in both windows.
   - **Before the fix:** the two windows disagree.
4. Click the session in the editor window to open it, then switch back to the agents window.
   - **Expected:** it is now marked read in the agents window too, without a reload.
5. Do the reverse: right-click the session in the agents window → **Mark as Unread**, then check the editor window's list.
   - **Expected:** it shows as unread there as well.
6. With the session sitting idle and read, send it a message from one window and let the turn complete while the session is not being viewed.
   - **Expected:** both windows show it as unread once the turn finishes.

Reloading either window should preserve whatever the host last recorded, since the state is persisted host-side rather than in per-window storage.

Fixed by #327950.

(Written by Copilot)",bug,"bug,verified,agent-host",2026-07-29T19:46:28Z,2026-08-05T21:57:26Z,https://github.com/microsoft/vscode/issues/328085
328076,Double tooltip and unnecessary truncation on md edit pill,https://github.com/user-attachments/assets/2564cb56-96b3-4da3-8c2e-5513df34bc2d,bug,"bug,verified,insiders-released",2026-07-29T19:01:26Z,2026-07-31T09:53:35Z,https://github.com/microsoft/vscode/issues/328076
328066,Copilot CLI tools should be just called Copilot?,"<img width=""877"" height=""67"" alt=""Image"" src=""https://github.com/user-attachments/assets/9ed886df-91bc-4214-a476-cdc785cceeb2"" />


",bug,"bug,verified,insiders-released,chat-tools,ai-customizations",2026-07-29T18:40:13Z,2026-07-29T20:14:11Z,https://github.com/microsoft/vscode/issues/328066
328054,"Show ""Listening..."" in listening state instead of empty cursor when transcripts are disabled",Just like when transcripts are disabled in voice mode,bug,"bug,verified,polish,insiders-released,voice-mode",2026-07-29T17:35:38Z,2026-07-29T19:16:47Z,https://github.com/microsoft/vscode/issues/328054
328049,Sometimes I can't cancel dictation,"Sometimes, dictation is stuck to on, but is not producing transcription. 

Clicking does not stop it nor does the keybinding. It seems unresponsive. 

Saw this in the console when it happened

```
 [chat-stt] language model transcript cleanup failed (source=incremental, reason=cancelled); using raw transcript Error: network request aborted
```",bug,"bug,insiders-released,dictation",2026-07-29T17:24:01Z,2026-07-29T19:53:47Z,https://github.com/microsoft/vscode/issues/328049
328038,Dictation onboarding conflicts with tips UI.,"<img width=""824"" height=""359"" alt=""Image"" src=""https://github.com/user-attachments/assets/8ebf4490-58d9-4e64-89ad-2dded13b976c"" />",bug,"bug,verified,insiders-released,dictation,chat-tips",2026-07-29T15:59:55Z,2026-07-29T20:41:51Z,https://github.com/microsoft/vscode/issues/328038
327993,integrated browser is rendered above modal window,"
- VS Code Version: 1.130.0 (1b6a188127eeaf9194f945eb6eb89a657e93c54c)
- OS Version: macos 26.5.1 (25F80)

Steps to Reproduce:

1. enable `""workbench.editor.useModal"": ""some""`setting
2. open integrated browser
3. open modal

https://github.com/user-attachments/assets/52e7cbef-4b56-441d-a800-b9db2a177a4d
",bug,"bug,verified,insiders-released,browser-integration",2026-07-29T11:46:39Z,2026-07-31T03:55:32Z,https://github.com/microsoft/vscode/issues/327993
327904,Interrupted versioned user update can lose product target and install system setup,"﻿<!-- Do Not Delete This! bug_report_template -->
Does this issue occur when all extensions are disabled?: N/A

- VS Code Version: 1.131.0-insider (user setup)
- OS Version: Windows 11 x64 10.0.26200

## Summary

A versioned Windows User Setup contains two entries for `resources/app/product.json`:

1. The recursive `Source: ""*""` entry copies the generic build `product.json`, which has no `target`.
2. A later explicit entry copies the setup-generated `product.json` containing `""target"": ""user""`.

If setup aborts after the first entry but before the second, rollback can leave the generic file in an existing version directory. The next VS Code process has `productService.target === undefined`, so it requests the system update feed and uses the foreground system setup flow. This can silently turn a user installation into parallel user and system installations.

## Steps to Reproduce

1. Install and launch an Insiders **User Setup** build that uses versioned Windows updates.
2. Keep the matching `VSCodeUserSetup-x64-<version>-insider.exe` available.
3. In PowerShell, exclusively hold a file that occurs after `product.json` in the recursive setup file list:

```powershell
$installDir = ""$env:LOCALAPPDATA\Programs\Microsoft VS Code Insiders""
$versionDir = Get-ChildItem $installDir -Directory |
    Where-Object Name -Match '^[0-9a-f]{10}$' |
    Sort-Object LastWriteTime -Descending |
    Select-Object -First 1
$lockedFile = Join-Path $versionDir.FullName 'resources\app\node_modules.asar.unpacked\@vscode\policy-watcher\build\Release\vscode-policy-watcher.node'
$stream = [IO.File]::Open($lockedFile, [IO.FileMode]::Open, [IO.FileAccess]::Read, [IO.FileShare]::Read)
```

4. Re-run the matching User Setup package using the update-style arguments:

```powershell
& .\VSCodeUserSetup-x64-<version>-insider.exe /verysilent /log /nocloseapplications '/mergetasks=runcode,!desktopicon,!quicklaunchicon'
```

5. When setup reports that it cannot replace `vscode-policy-watcher.node`, choose **Abort**, then release the handle:

```powershell
$stream.Dispose()
```

6. Inspect the installed product metadata:

```powershell
$product = Get-Content (Join-Path $versionDir.FullName 'resources\app\product.json') -Raw | ConvertFrom-Json
$product.target
```

## Actual Result

`target` is missing. On the next available update:

- The cache directory is named `vscode-insider-undefined-x64`.
- Update metadata points to `VSCodeSetup-x64-...exe`, not `VSCodeUserSetup-x64-...exe`.
- Setup runs with `/silent` and creates an HKLM installation under `C:\Program Files\Microsoft VS Code Insiders` alongside the existing user installation.

The setup log for the aborted update contains one generic `product.json` write before the locked-file error. A successful setup normally contains a second `product.json` write with the target-specific generated file.

## Expected Result

A User Setup package must never install a generic `product.json`. Its only `product.json` payload should always contain `""target"": ""user""`, including after cancellation, failure, or rollback.

## Root Cause

For versioned builds, the source file is located at:

```text
<commit-prefix>\resources\app\product.json
```

The wildcard entry in `build/win32/code.iss` excludes only:

```text
\resources\app\product.json
```

Therefore the versioned generic file is included by the wildcard. The setup-generated target-specific file is installed by a separate explicit entry later in the `[Files]` section.

This also explains why the update cache contains `undefined`: `Win32UpdateService.cachePath` interpolates `productService.target`, while feed selection treats only `target === 'user'` as a user setup.

Related: #279149, #111107, #120515, #304999
",bug,"bug,verified,install-update,windows,insiders-released",2026-07-28T21:23:24Z,2026-07-29T08:48:40Z,https://github.com/microsoft/vscode/issues/327904
327849,[Error] unhandlederror-No AHP chat URI mapped for agent-host-copilotcli:/4f4fd0aa-f740-4c05-bb5e-3de99fa472b...,"## Error Message
````
unhandlederror-No AHP chat URI mapped for agent-host-copilotcli:/4f4fd0aa-f740-4c05-bb5e-3de99fa472be
````

## Stack Trace
&nbsp;&nbsp;&nbsp;&nbsp;at vJ._getChatURI ([./src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostSessionHandler.ts:1496:0](https://github.com/microsoft/vscode/blob/1b6a188127eeaf9194f945eb6eb89a657e93c54c/src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostSessionHandler.ts#L1496))  
&nbsp;&nbsp;&nbsp;&nbsp;at vJ._syncPendingMessages ([./src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostSessionHandler.ts:1379:0](https://github.com/microsoft/vscode/blob/1b6a188127eeaf9194f945eb6eb89a657e93c54c/src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostSessionHandler.ts#L1379))  
&nbsp;&nbsp;&nbsp;&nbsp;at vJ._ensurePendingMessageSubscription ([./src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostSessionHandler.ts:3810:0](https://github.com/microsoft/vscode/blob/1b6a188127eeaf9194f945eb6eb89a657e93c54c/src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostSessionHandler.ts#L3810))  
&nbsp;&nbsp;&nbsp;&nbsp;at Ske.value ([./src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostSessionHandler.ts:3819:0](https://github.com/microsoft/vscode/blob/1b6a188127eeaf9194f945eb6eb89a657e93c54c/src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostSessionHandler.ts#L3819))  
&nbsp;&nbsp;&nbsp;&nbsp;at D._deliver ([./src/vs/base/common/event.ts:1364:12](https://github.com/microsoft/vscode/blob/1b6a188127eeaf9194f945eb6eb89a657e93c54c/src/vs/base/common/event.ts#L1364))  
&nbsp;&nbsp;&nbsp;&nbsp;at D._deliverQueue ([./src/vs/base/common/event.ts:1375:8](https://github.com/microsoft/vscode/blob/1b6a188127eeaf9194f945eb6eb89a657e93c54c/src/vs/base/common/event.ts#L1375))  
&nbsp;&nbsp;&nbsp;&nbsp;at D.fire ([./src/vs/base/common/event.ts:1399:8](https://github.com/microsoft/vscode/blob/1b6a188127eeaf9194f945eb6eb89a657e93c54c/src/vs/base/common/event.ts#L1399))  
&nbsp;&nbsp;&nbsp;&nbsp;at oze.createReferencedObject ([./src/vs/workbench/contrib/chat/common/model/chatModelStore.ts:175:25](https://github.com/microsoft/vscode/blob/1b6a188127eeaf9194f945eb6eb89a657e93c54c/src/vs/workbench/contrib/chat/common/model/chatModelStore.ts#L175))  
&nbsp;&nbsp;&nbsp;&nbsp;at Yx.createReferencedObject ([./src/vs/workbench/contrib/chat/common/model/chatModelStore.ts:80:16](https://github.com/microsoft/vscode/blob/1b6a188127eeaf9194f945eb6eb89a657e93c54c/src/vs/workbench/contrib/chat/common/model/chatModelStore.ts#L80))  
&nbsp;&nbsp;&nbsp;&nbsp;at Yx.acquire ([./src/vs/base/common/lifecycle.ts:694:42](https://github.com/microsoft/vscode/blob/1b6a188127eeaf9194f945eb6eb89a657e93c54c/src/vs/base/common/lifecycle.ts#L694))  
&nbsp;&nbsp;&nbsp;&nbsp;at oze.acquireOrCreate ([./src/vs/workbench/contrib/chat/common/model/chatModelStore.ts:118:53](https://github.com/microsoft/vscode/blob/1b6a188127eeaf9194f945eb6eb89a657e93c54c/src/vs/workbench/contrib/chat/common/model/chatModelStore.ts#L118))  
&nbsp;&nbsp;&nbsp;&nbsp;at dze.loadRemoteSession ([./src/vs/workbench/contrib/chat/common/chatService/chatServiceImpl.ts:735:0](https://github.com/microsoft/vscode/blob/1b6a188127eeaf9194f945eb6eb89a657e93c54c/src/vs/workbench/contrib/chat/common/chatService/chatServiceImpl.ts#L735))  
&nbsp;&nbsp;&nbsp;&nbsp;at async ([./src/vs/workbench/contrib/chat/browser/widgetHosts/viewPane/chatViewPane.ts:1319:0](https://github.com/microsoft/vscode/blob/1b6a188127eeaf9194f945eb6eb89a657e93c54c/src/vs/workbench/contrib/chat/browser/widgetHosts/viewPane/chatViewPane.ts#L1319))  
&nbsp;&nbsp;&nbsp;&nbsp;at async r ([./src/vs/workbench/services/progress/browser/progressService.ts:54:0](https://github.com/microsoft/vscode/blob/1b6a188127eeaf9194f945eb6eb89a657e93c54c/src/vs/workbench/services/progress/browser/progressService.ts#L54))

<details>
<summary>Raw Stack Trace (minified)</summary>

````
Error: No AHP chat URI mapped for agent-host-copilotcli:/4f4fd0aa-f740-4c05-bb5e-3de99fa472be     at vJ._getChatURI (out/vs/workbench/workbench.desktop.main.js:5702:25204)     at vJ._syncPendingMessages (out/vs/workbench/workbench.desktop.main.js:5702:23328)     at vJ._ensurePendingMessageSubscription (out/vs/workbench/workbench.desktop.main.js:5706:22641)     at Ske.value (out/vs/workbench/workbench.desktop.main.js:5706:22838)     at D._deliver (out/vs/workbench/workbench.desktop.main.js:433:3269)     at D._deliverQueue (out/vs/workbench/workbench.desktop.main.js:433:3358)     at D.fire (out/vs/workbench/workbench.desktop.main.js:433:3693)     at oze.createReferencedObject (out/vs/workbench/workbench.desktop.main.js:3076:60648)     at Yx.createReferencedObject (out/vs/workbench/workbench.desktop.main.js:3076:58696)     at Yx.acquire (out/vs/workbench/workbench.desktop.main.js:431:3515)     at oze.acquireOrCreate (out/vs/workbench/workbench.desktop.main.js:3076:59213)     at dze.loadRemoteSession (out/vs/workbench/workbench.desktop.main.js:3084:13645)     at async out/vs/workbench/workbench.desktop.main.js:3408:57101     at async r (out/vs/workbench/workbench.desktop.main.js:1920:15651)
````

</details>

## Details
| Property | Value |
| --- | --- |
| Bucket ID | [`8490991d-9906-062b-38df-8fdea27f80f3`](https://errors.code.visualstudio.com/bucket/8490991d-9906-062b-38df-8fdea27f80f3?product=VSCode&extension=core&commit=1b6a188127eeaf9194f945eb6eb89a657e93c54c) |
| Version | 1.130.0 |
| Commit | [`1b6a1881`](https://insiders.vscode.dev/github/microsoft/vscode/tree/1b6a188127eeaf9194f945eb6eb89a657e93c54c) |
| Last Seen | Sun Jul 26 2026 23:51:23 GMT+0000 (Coordinated Universal Time) |
| Platforms | Windows, Linux, Mac |
| Product | VSCode |

---
*This issue was automatically created from the VS Code Errors Dashboard*",bug,"bug,error-telemetry,insiders-released,recent-regression,stable-anomaly,ai-generated,ai-analyzed",2026-07-28T15:57:24Z,2026-07-28T18:02:53Z,https://github.com/microsoft/vscode/issues/327849
327762,Unable to update,"
Type: <b>Bug</b>

my vs codes says that I am unable to update its version.


VS Code version: Code 1.80.0 (Universal) (660393deaaa6d1996740ff4880f1bad43768c814, 2023-07-04T13:39:33.766Z)
OS version: Darwin arm64 25.5.0
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|Apple M2 (8 x 24)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: disabled_off<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>metal: disabled_off<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled|
|Load (avg)|3, 5, 8|
|Memory (System)|8.00GB (0.14GB free)|
|Process Argv|--crash-reporter-id 85669878-f3d4-4180-bfe5-ccd0beac4e6b|
|Screen Reader|no|
|VM|0%|
</details><details><summary>Extensions (48)</summary>

Extension|Author (truncated)|Version
---|---|---
codesnap|adp|1.3.4
project-manager|ale|13.1.0
atlascode|atl|4.0.31
vscode-tailwindcss|bra|0.16.0
path-intellisense|chr|2.10.0
gitignore|cod|0.10.0
dart-code|Dar|3.134.0
flutter|Dar|3.138.0
vscode-eslint|dba|2.4.4
composer-php-vscode|DEV|1.71.19076
intelli-php-vscode|DEV|0.12.17700
phptools-vscode|DEV|1.71.19076
profiler-php-vscode|DEV|1.71.19076
git-extension-pack|don|0.1.3
githistory|don|0.6.20
Vue2|duc|0.1.3
gitlens|eam|14.4.1
prettier-vscode|esb|11.0.3
shell-format|fox|7.2.8
copilot|Git|1.219.0
copilot-chat|Git|0.4.1
rest-client|hum|0.25.1
volarjs-labs|joh|1.9.1
vscode-phpfmt|kok|1.2.31
git-graph|mhu|1.30.0
snapcode|moy|1.1.0
vscode-docker|ms-|1.28.0
csdevkit|ms-|1.7.27
csharp|ms-|2.50.27
dotnet-maui|ms-|1.15.41
vscode-dotnet-runtime|ms-|2.1.1
cmake-tools|ms-|1.19.52
cpptools|ms-|1.32.2
cpptools-extension-pack|ms-|1.3.1
laravel-blade|one|1.38.0
material-icon-theme|PKi|5.37.0
prisma|Pri|5.22.0
prisma-insider|Pri|31.0.7094
vscode-yaml|red|1.24.0
es7-react-js-snippets|rod|1.9.3
vscode-blade-formatter|shu|0.26.3
cmake|twx|0.0.17
errorlens|use|3.15.0
volar|Vue|1.8.17
vscode-todo-highlight|way|1.0.5
nextjs|Wil|0.0.8
chat-gpt|zha|1.8.3
vscode-open-in-github|ziy|1.3.6

(2 theme extensions excluded)

</details><details>
<summary>A/B Experiments</summary>

```
vsliv368:30146709
binariesv615:30325510
nativeloc1:31344060
dwcopilot:31170013
dwoutputs:31242946
copilot_t_ci:31333650
pythonrdcb7:31342333
aj953862:31281341
envsactivate1:31551504
cloudbuttont:31379625
3efgi100_wstrepl:31403338
56b7f661:31457055
ec5jj548:31422691
cp_cls_t_966_ss:31526232
cp_cls_c_1081:31454833
conptydll_true:31498968
e9c30283:31461165
test_treatment2:31471001
idci7584:31464702
e3e4d672:31494082
chat:31457767
7e187181:31503455
ghj88844:31499326
cp_cls_t_1082:31535311
jb_cp_cls_t_632:31543129
ha629193:31508444
cdk-lw-on:31524445
jbcp_cls_pctr_t:31531130
cp_intellij_t_nes:31548657
h561g132:31533256
ihg5j128:31534457
0dg73464:31554319
treatment-23-1:31555779
unuse_dynamic_mcp:31555281

```

</details>

<!-- generated by issue reporter -->",bug,"bug,info-needed,install-update,macos",2026-07-28T04:16:38Z,2026-08-04T12:04:00Z,https://github.com/microsoft/vscode/issues/327762
327756,Scroll-to-bottom button positioned far right in Agents view after PR #326961,"- Copilot Chat Extension Version:
- VS Code Version:
- OS Version:
- Feature: Agents window / scroll-to-bottom button placement
- Selected model:
- Logs: See related PR https://github.com/microsoft/vscode/pull/326961 — exposing the existing scroll-to-bottom button in the full-width Agents transcript also exposed its shared viewport-edge positioning.

Steps to Reproduce:
1. Use a build that includes changes from PR #326961 (or recent main containing that merge).
2. Open a session in the Agents window with enough chat content to scroll.
3. Scroll away from the bottom so the scroll-to-bottom button appears.

Expected behavior:
- The scroll-to-bottom button should align with the trailing edge of the centered transcript and composer column.

Actual behavior:
- The button is rendered at the far-right edge of the full-width transcript viewport, disconnected from the centered chat content.

Notes:
- The Editor window is unaffected because its chat viewport is already width-constrained.
- The Agents window intentionally keeps the transcript viewport full width so its scrollbar stays at the window edge; only the inner transcript and composer are centered.

[View original Slack conversation](https://vscodeteam.slack.com/archives/C09MVCZKLP4/p1784939625552479?thread_ts=1784939625.552479&cid=C09MVCZKLP4)
",bug,"bug,verified,insiders-released",2026-07-28T01:35:23Z,2026-07-28T02:57:47Z,https://github.com/microsoft/vscode/issues/327756
327754,Custom instructions not applied to remote AH,"- Connect to ssh AH
- Custom instructions from `~/.copilot` not applied",bug,"bug,verified,insiders-released,ai-customizations",2026-07-28T01:26:21Z,2026-07-29T02:47:52Z,https://github.com/microsoft/vscode/issues/327754
327721,Escape codes written to AH terminal,"<img width=""821"" height=""203"" alt=""Image"" src=""https://github.com/user-attachments/assets/9c51ad35-5602-4d7c-9199-d77f8ea07d66"" />

I couldn't use `gh auth login`, it terminates immediately. This is an SSH remote AH",bug,"bug,verified,terminal,insiders-released,agent-host",2026-07-27T21:59:22Z,2026-07-28T19:40:52Z,https://github.com/microsoft/vscode/issues/327721
327712,Timestamp of first message when editing has too little padding from top of chat,"<img width=""268"" height=""177"" alt=""Image"" src=""https://github.com/user-attachments/assets/24e144ad-2543-4b09-873d-ffbcba55b622"" />

When verifying https://github.com/microsoft/vscode/issues/327382, a similar situation occurs when:
1. Start a new quick chat
2. Send a simple greeting
3. Double click to edit

🐛 the timestamp is weirdly close to the top",bug,"bug,verified,ux,polish,insiders-released",2026-07-27T21:32:21Z,2026-07-29T22:29:22Z,https://github.com/microsoft/vscode/issues/327712
327709,"""No skill source folders found""","When I try to create a new Agent Skill, I see ""No skill source folders found"" despite many Agent Skills Locations being defined in the settings

<img width=""1301"" height=""210"" alt=""Image"" src=""https://github.com/user-attachments/assets/4a4b1316-b17d-4a7e-be57-40fc82ab9473"" />

<img width=""612"" height=""81"" alt=""Image"" src=""https://github.com/user-attachments/assets/7c3949d7-812e-4a04-be4e-f40ce5194f75"" />

<img width=""617"" height=""307"" alt=""Image"" src=""https://github.com/user-attachments/assets/6ca7f7b8-d1b5-447f-b4b0-44da1e5feaeb"" />",bug,"bug,verified,insiders-released",2026-07-27T21:09:44Z,2026-07-28T18:05:50Z,https://github.com/microsoft/vscode/issues/327709
327707,"Trying to select a whole line with double click dismisses ""Ask Questions"" widget","Testing #327572

https://github.com/user-attachments/assets/9f31ae90-55d0-4978-aa91-6a13d404faa6

Steps:
* click on a word to select the word
* ""Ask Question"" shows up
* (fast follow) click on the word again
* 🐛  ""Ask Question"" closes

I was trying to select the whole line and double clicking is how I do that usually.",bug,"bug,verified,insiders-released,agent-host",2026-07-27T21:02:16Z,2026-07-29T02:15:31Z,https://github.com/microsoft/vscode/issues/327707
327706,Selected text of ask question widget goes away when you click in the ask question widget,"Testing #327572

Select text:

<img width=""319"" height=""85"" alt=""Image"" src=""https://github.com/user-attachments/assets/096832f5-d0a3-46d8-bf46-05547cb8847a"" />

Click in ""Ask Question"":

<img width=""439"" height=""146"" alt=""Image"" src=""https://github.com/user-attachments/assets/b17ffa36-a843-416b-9920-af69227b8fb7"" />

🐛 selection of text goes away.",bug,"bug,verified,insiders-released,agent-host",2026-07-27T20:58:21Z,2026-07-29T02:15:31Z,https://github.com/microsoft/vscode/issues/327706
